# y+ ()       
# Time        	patch         	min           	max           	average       
928           	trup	5.322879e+00	4.229723e+02	6.089690e+01
929           	trup	5.305472e+00	4.229342e+02	6.089645e+01
930           	trup	5.288925e+00	4.228957e+02	6.089600e+01
931           	trup	5.273255e+00	4.228567e+02	6.089555e+01
932           	trup	5.258481e+00	4.228172e+02	6.089510e+01
933           	trup	5.244624e+00	4.227773e+02	6.089466e+01
934           	trup	5.231703e+00	4.227370e+02	6.089421e+01
935           	trup	5.219734e+00	4.226962e+02	6.089377e+01
936           	trup	5.208726e+00	4.226549e+02	6.089333e+01
937           	trup	5.198685e+00	4.226131e+02	6.089289e+01
938           	trup	5.189609e+00	4.225709e+02	6.089245e+01
939           	trup	5.181502e+00	4.225282e+02	6.089201e+01
940           	trup	5.170038e+00	4.224851e+02	6.089158e+01
941           	trup	5.153501e+00	4.224415e+02	6.089115e+01
942           	trup	5.137804e+00	4.223974e+02	6.089072e+01
943           	trup	5.122965e+00	4.223528e+02	6.089029e+01
944           	trup	5.109000e+00	4.223077e+02	6.088986e+01
945           	trup	5.095919e+00	4.222622e+02	6.088943e+01
946           	trup	5.083730e+00	4.222162e+02	6.088900e+01
947           	trup	5.072454e+00	4.221696e+02	6.088858e+01
948           	trup	5.062108e+00	4.221226e+02	6.088817e+01
949           	trup	5.052711e+00	4.220751e+02	6.088776e+01
950           	trup	5.044284e+00	4.220270e+02	6.088735e+01
951           	trup	5.036832e+00	4.219785e+02	6.088695e+01
952           	trup	5.030357e+00	4.219294e+02	6.088655e+01
953           	trup	5.024856e+00	4.218799e+02	6.088615e+01
954           	trup	5.020325e+00	4.218298e+02	6.088576e+01
955           	trup	5.016759e+00	4.217792e+02	6.088536e+01
956           	trup	5.014166e+00	4.217281e+02	6.088497e+01
957           	trup	5.012548e+00	4.216766e+02	6.088459e+01
958           	trup	5.011899e+00	4.216245e+02	6.088420e+01
959           	trup	5.012211e+00	4.215720e+02	6.088382e+01
960           	trup	5.013478e+00	4.215189e+02	6.088345e+01
961           	trup	5.015697e+00	4.214654e+02	6.088308e+01
962           	trup	5.018871e+00	4.214115e+02	6.088271e+01
963           	trup	5.023007e+00	4.213571e+02	6.088234e+01
964           	trup	5.028095e+00	4.213024e+02	6.088198e+01
965           	trup	5.034120e+00	4.212472e+02	6.088162e+01
966           	trup	5.041065e+00	4.211916e+02	6.088126e+01
967           	trup	5.048912e+00	4.211357e+02	6.088091e+01
968           	trup	5.057640e+00	4.210793e+02	6.088055e+01
969           	trup	5.067233e+00	4.210227e+02	6.088019e+01
970           	trup	5.077677e+00	4.209657e+02	6.087983e+01
971           	trup	5.088956e+00	4.209084e+02	6.087948e+01
972           	trup	5.101051e+00	4.208508e+02	6.087913e+01
973           	trup	5.113946e+00	4.207929e+02	6.087878e+01
974           	trup	5.127630e+00	4.207347e+02	6.087843e+01
975           	trup	5.142092e+00	4.206762e+02	6.087809e+01
976           	trup	5.157318e+00	4.206176e+02	6.087775e+01
977           	trup	5.173288e+00	4.205587e+02	6.087741e+01
978           	trup	5.189992e+00	4.204996e+02	6.087707e+01
979           	trup	5.207414e+00	4.204403e+02	6.087674e+01
980           	trup	5.225529e+00	4.203809e+02	6.087641e+01
981           	trup	5.244309e+00	4.203213e+02	6.087608e+01
982           	trup	5.263727e+00	4.202615e+02	6.087576e+01
983           	trup	5.283763e+00	4.202016e+02	6.087543e+01
984           	trup	5.304401e+00	4.201416e+02	6.087511e+01
985           	trup	5.325626e+00	4.200815e+02	6.087478e+01
986           	trup	5.347427e+00	4.200212e+02	6.087446e+01
987           	trup	5.369798e+00	4.199609e+02	6.087414e+01
988           	trup	5.392734e+00	4.199004e+02	6.087381e+01
989           	trup	5.416222e+00	4.198399e+02	6.087349e+01
990           	trup	5.440245e+00	4.197794e+02	6.087317e+01
991           	trup	5.464781e+00	4.197187e+02	6.087286e+01
992           	trup	5.489809e+00	4.196580e+02	6.087254e+01
993           	trup	5.515311e+00	4.195972e+02	6.087223e+01
994           	trup	5.541264e+00	4.195364e+02	6.087192e+01
995           	trup	5.567649e+00	4.194755e+02	6.087161e+01
996           	trup	5.594453e+00	4.194145e+02	6.087130e+01
997           	trup	5.621664e+00	4.193535e+02	6.087099e+01
998           	trup	5.649275e+00	4.192924e+02	6.087068e+01
999           	trup	5.677280e+00	4.192313e+02	6.087037e+01
1000          	trup	5.705675e+00	4.191701e+02	6.087007e+01
